requirement_id,tool_subsystem,source_doc_section,required_behavior,implementation_location,automated_test_reference,status,evidence_and_remaining_work
COST-018,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Direct cost100,overhead0 WHEN Calculate THEN Total100; zero overhead valid.","src/engine/cost.ts:43-49 (overheadAmount, estimatedJobCost)",tests/engine/costRequirements.test.ts; tests/domain/reviewWarnings.test.ts,verified,"Confirming test added with the exact matrix figures: directCost=$100, overheadRatio=0 -> overhead=$0.00, total=$100.00, a fully valid (never rejected) calculation. The companion ""unusual but not invalid"" half of this pairing (COST-019, overheadRatio>0.5) uncovered a genuine gap -- see COST-019. No remaining work."
COST-019,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Direct cost100,overhead1 WHEN Calculate THEN Overhead100,total200; warning unusual, not invalid.",src/domain/estimateAssembly.ts (new: overhead/waste >0.5 nonblocking warning collection); src/engine/cost.ts:43-49,tests/domain/reviewWarnings.test.ts; tests/browser/reviewWarnings.test.tsx,verified,"GENUINE GAP FOUND AND FIXED: CALCULATION_SPEC.md section 1 explicitly requires ""Waste >0.5 and overhead >0.5 produce nonblocking review warnings,"" but the only warnings-shaped type in the codebase (CalculationResult/FieldWarning in src/engine/types.ts) was entirely unused dead scaffolding -- grepped and confirmed no production code ever imported or populated it. Added a real warnings: string[] field to ProjectEstimateAssembly, populated in assembleProjectEstimate for any surface's effective wasteRatio>0.5 and for settings.overheadRatio>0.5 (strictly greater than the 0.5 boundary, confirmed by an exact-boundary test), and wired a nonblocking notice into the Pro estimate summary UI. A high ratio still completes and prices normally -- it only adds an informational notice, exactly as COST-018/019 require (""not invalid""). No remaining work."
TPL-001,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN Empty new template with untouched row WHEN Attempt priced print THEN Block until a described valid row; no blank priced document.,src/components/tools/estimateTemplateLogic.ts:129-147 (evaluatePrintEligibility); src/components/tools/EstimateTemplate.tsx (Print button disabled prop),tests/ui/estimateTemplate.test.tsx,verified,"Real component test added (testing-library render of the actual component): a totally untouched new template renders the Print button disabled, with the ""Add at least one complete line"" reason shown, never a blank priced document. No remaining work."
TPL-002,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN One untouched empty row plus valid row1x100 WHEN Calculate THEN Ignore untouched row;subtotal100.,src/components/tools/EstimateTemplate.tsx:42-68 ; BUG_FIX_LOG.md #2 ; tests/engine/document.test.ts,tests/engine/document.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case TPL-002), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/document.test.ts. Prior evidence: No component-level automated test exists for this exact scenario (React Testing Library not set up in this project) — coverage is manual-browser plus engine-level arithmetic, not a single end-to-end automated test."
TPL-003,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN Description entered but quantity blank WHEN Calculate/print THEN Incomplete; priced output blocked; not silently quantity0 or1.,src/components/tools/estimateTemplateLogic.ts:100-115 (evaluateLines),tests/ui/estimateTemplate.test.tsx,verified,"Component test added: entering a description and then blanking the (default ""1"") quantity field renders the row as ""incomplete"" and disables Print -- never silently treated as quantity=0 or the stale quantity=1 default. No remaining work."
TPL-004,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN Quantity/price entered but description blank WHEN Calculate/print THEN Incomplete row; not excluded from print while included in total.,src/components/tools/estimateTemplateLogic.ts:100-115; src/components/tools/EstimateTemplate.tsx:168-198 (editable table always renders every draft.lines entry),tests/ui/estimateTemplate.test.tsx,verified,"The matrix wording here is genuinely ambiguous (flagged by the prior audit as unclear) -- resolved with the safest deterministic interpretation consistent with every other incomplete-row rule in this codebase: a component test proves the row stays visible in the editable table (never deleted from state), contributes nothing to the computed Subtotal, and blocks printing until fixed. No remaining work."
TPL-005,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN One line2x12.50 WHEN Calculate THEN Line/subtotal25.00.,src/engine/document.ts:17-19 (lineTotal),tests/engine/document.test.ts,verified,Confirming test added with the exact matrix figures: quantity 2 at $12.50 computes a line total and subtotal of exactly $25.00. No remaining work.
TPL-006,Free estimate template,tool-specs/01-free-estimate-template.md,"GIVEN Two lines1x12.005,tax10% WHEN Calculate document THEN 12.01 each;subtotal24.02;tax2.40;total26.42.",tests/engine/fixtures.test.ts ; tests/engine/document.test.ts ; src/engine/document.ts,"tests/engine/fixtures.test.ts, tests/engine/document.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case TPL-006), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts, tests/engine/document.test.ts. Prior evidence: Tested at the shared-engine level (same function the UI calls with identical parameters), not via a rendered component test."
TPL-007,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN One line3x.3333 WHEN Calculate THEN Extension.9999 ->1.00; subtotal1.00.,src/engine/document.ts:17-19,tests/engine/document.test.ts,verified,"Confirming test added with the exact matrix figures: quantity 3 at $0.3333 extends to a raw $0.9999 (verified directly via Decimal multiplication), and lineTotal's built-in HALF_UP rounding brings both the line total and subtotal to $1.00. No remaining work."
TPL-008,Free estimate template,tool-specs/01-free-estimate-template.md,"GIVEN Tax disabled with retained taxRatio.10 WHEN Calculate subtotal100 THEN Tax0,total100; hidden value ignored.","src/engine/document.ts:28-33 (computeDocumentTotals, taxEnabled ternary)",tests/engine/document.test.ts,verified,"Confirming test added with a non-zero hidden ratio specifically (0.10): taxEnabled=false with subtotal=$100 computes tax=$0.00, total=$100.00 -- the retained 0.10 ratio argument is proven never read. No remaining work."
TPL-009,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN Tax enabled ratio0 WHEN Calculate THEN Valid tax0; no forced tax assumption.,src/engine/document.ts:28-33,tests/engine/document.test.ts,verified,"Confirming test added: taxEnabled=true with ratio=0 computes a valid $0.00 tax on a $100 subtotal, total=$100.00 -- no forced nonzero tax assumption. No remaining work."
TPL-010,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN Tax ratio.25 and .2501 in separate cases WHEN Validate THEN .25 no unusual-rate warning; .2501 warning but valid up to1.,BUG_FIX_LOG.md #15,tests/ui/estimateTemplateLogic.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case TPL-010), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/estimateTemplateLogic.test.ts. Prior evidence: Fixed this session. Reproduced the old fallback-to-zero defect first, then fixed the complete validation-to-output path."
TPL-011,Free estimate template,tool-specs/01-free-estimate-template.md,"GIVEN Tax ratio1.01 or negative WHEN Validate THEN Invalid, not automatically reduced to allowed limit.",BUG_FIX_LOG.md #15,tests/ui/estimateTemplateLogic.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case TPL-011), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/estimateTemplateLogic.test.ts. Prior evidence: Fixed this session."
TPL-012,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN Explicit quantity0 with described row and price100 WHEN Print row THEN Row0.00 retained; entire zero-total document requires no-charge confirmation.,BUG_FIX_LOG.md #15,tests/ui/estimateTemplateLogic.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case TPL-012), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/estimateTemplateLogic.test.ts. Prior evidence: Fixed this session."
TPL-013,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN Blank business/customer headers WHEN Print valid estimate THEN Allowed with neutral presentation; no undefined/null or fabricated identity.,src/components/tools/EstimateTemplate.tsx:266-268 (print-only section header),tests/ui/estimateTemplate.test.tsx,verified,"Component test added: blank businessName/customerName render ""Your business"" and ""Prepared for: ______"" in the actual print-only DOM section, with the full section text content asserted to contain neither ""undefined"" nor ""null"". No remaining work."
TPL-014,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN Duplicate estimate WHEN Edit duplicate line/header THEN Original unchanged; new IDs; estimate number cleared.,BUG_FIX_LOG.md #15,tests/ui/estimateTemplateLogic.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case TPL-014), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/estimateTemplateLogic.test.ts. Prior evidence: Fixed this session."
TPL-015,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN Same description on two valid rows WHEN Calculate THEN Both independent lines counted; no deduplication.,src/components/tools/EstimateTemplate.tsx (no dedup logic exists anywhere in the render or evaluateLines path),tests/ui/estimateTemplate.test.tsx,verified,"Component test added: two independently-entered $10 rows sharing the identical description ""Paint"" sum to a $20.00 subtotal (both editable and print-only summaries agree), proving no deduplication-by-description occurs. No remaining work."
TPL-016,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN Currency/units text contains ft² or non-ASCII name WHEN Print THEN Characters retained legibly; no replacement artifacts.,"src/components/tools/EstimateTemplate.tsx (plain controlled <input> value bindings, no sanitization/transliteration)",tests/ui/estimateTemplate.test.tsx,verified,"Component test added: a business name containing an accented character (Cafe with acute e) and a line description containing the ft-squared symbol both round-trip through the actual input elements unchanged, verified via getByDisplayValue on the exact strings. No remaining work."
TPL-017,Free estimate template,tool-specs/01-free-estimate-template.md,GIVEN User prints without Pro entitlement WHEN Complete free document THEN Full useful print/PDF available; no access gate.,src/components/tools/EstimateTemplate.tsx (no payment/entitlement import or check anywhere in the file),tests/ui/estimateTemplate.test.tsx,verified,"Replaces the stale ""source inspection (negative verification)"" citation with a real component test AND a fresh repo-wide grep re-confirming no payment/entitlement code exists in EstimateTemplate.tsx. The test completes a valid line item and asserts Print is enabled with zero upgrade/paywall/entitlement text anywhere on the page. No remaining work."
JOB-001,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,GIVEN Untouched initial page WHEN Render THEN Guidance to enter/confirm costs; no apparently complete0.00 recommendation.,"src/components/tools/JobCostCalculator.tsx (result.state===""incomplete"" branch, line ~155)",tests/ui/jobCostCalculator.test.tsx,verified,"Replaces a stale ""manual browser verification"" citation with a real component test (testing-library render of the actual component, not jsdom-as-browser and not source inspection): an untouched page shows the guidance message and never renders a $0.00 total or any result row. No remaining work."
JOB-002,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,GIVEN User explicitly confirms all zero costs WHEN Calculate THEN Labeled zero-cost scenario allowed; distinguish from untouched.,"src/components/tools/JobCostCalculator.tsx (result.state===""complete"" branch)",tests/ui/jobCostCalculator.test.tsx,verified,"Real component test added: typing 0 into every active required field reaches a genuine complete result with explicit $0.00 rows, and the guidance message is gone -- proving the untouched and explicitly-zero states are visibly distinguishable, not the same rendered output. No remaining work."
JOB-003,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,"GIVEN 42hours*32,22gal*42,supplies180,travel100,other75,overhead.15,target.35 WHEN Calculate THEN Direct2623;overhead393.45;cost3016.45;approx4640.69;minimum4640.70.",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (job-original-brief) ; src/components/tools/JobCostCalculator.tsx,tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case JOB-003), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: Tested at the shared-engine level (identical function calls to what the component performs), not via a rendered component test."
JOB-004,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,"GIVEN Materials620,labor1280,expenses0,overhead.15,enteredPrice3200 WHEN Reverse calculate THEN Cost2185;estimated profit1015;estimated margin31.7%;review pricing.",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (job-homepage),tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case JOB-004), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: Tested at the shared-engine level with the same function calls the component performs."
JOB-005,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,GIVEN Materials mode lumpSum620 with stale itemized values WHEN Calculate THEN Materials620 only.,BUG_FIX_LOG.md #17,tests/ui/jobCostCalculatorLogic.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case JOB-005), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/jobCostCalculatorLogic.test.ts. Prior evidence: Fixed this session."
JOB-006,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,"GIVEN Switch to itemized gallons2.5*42,supplies10 WHEN Calculate THEN Materials115; no ceil to3 because input is purchased quantity.",BUG_FIX_LOG.md #17,tests/ui/jobCostCalculatorLogic.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case JOB-006), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/jobCostCalculatorLogic.test.ts. Prior evidence: Fixed this session. Live-verified in browser against the exact spec fixture values."
JOB-007,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,GIVEN Labor direct100 while stale hours42/rate32 WHEN Calculate THEN Labor100 only.,BUG_FIX_LOG.md #17,tests/ui/jobCostCalculatorLogic.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case JOB-007), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/jobCostCalculatorLogic.test.ts. Prior evidence: Fixed this session."
JOB-008,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,GIVEN Switch to hoursRate2*50 WHEN Calculate THEN Labor100; direct prior value excluded.,BUG_FIX_LOG.md #17,tests/ui/jobCostCalculatorLogic.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case JOB-008), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/jobCostCalculatorLogic.test.ts. Prior evidence: Fixed this session. Live-verified in browser."
JOB-009,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,"GIVEN Direct cost200,overheadMode flat,amount30,stale ratio.15 WHEN Calculate THEN Overhead30;cost230; no percentage addition.",src/components/tools/JobCostCalculator.tsx; src/components/tools/jobCostCalculatorLogic.ts:121-132,tests/ui/jobCostCalculator.test.tsx,verified,"Component test added with the exact matrix figures: direct cost $200, flat overhead $30 with a stale 15% percent value sitting inactive -> overhead=$30.00, total=$230.00 (no percentage addition). No remaining work."
JOB-010,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,GIVEN Switch overhead to percent.10 WHEN Calculate THEN Overhead20;flat30 ignored.,src/components/tools/JobCostCalculator.tsx; src/components/tools/jobCostCalculatorLogic.ts:121-132,tests/ui/jobCostCalculator.test.tsx,verified,"Component test added: switching from flat $30 to percent 10% on the same $200 direct cost recomputes overhead=$20.00 (10% of 200), proving the stale $30 flat value is fully ignored once percent mode is active. No remaining work."
JOB-011,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,GIVEN EnterPrice mode blank WHEN Calculate THEN Cost available; estimated profit/margin null; prompt for price.,tests/engine/pricing.test.ts ; src/components/tools/JobCostCalculator.tsx:70-77,tests/engine/pricing.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case JOB-011), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/pricing.test.ts. Prior evidence: Engine-level exact match; component wiring confirmed by source read, not by a rendered-component test."
JOB-012,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,"GIVEN EnterPrice mode0 with positive cost WHEN Calculate THEN Negative estimated profit,undefined margin,zero-price status.",tests/engine/pricing.test.ts ; src/engine/pricing.ts:59-69,tests/engine/pricing.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case JOB-012), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/pricing.test.ts. Prior evidence: Engine-level exact match; JobCostCalculator.tsx feeds price=0 through the same evaluatePrice() function when enteredPrice=""0""."
JOB-013,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,GIVEN Target100% WHEN Calculate engine directly and through UI THEN Invalid; never display Infinity or a target suggestion.,tests/engine/pricing.test.ts ; src/components/tools/JobCostCalculator.tsx:56-58,tests/engine/pricing.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case JOB-013), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/pricing.test.ts. Prior evidence: Engine-level ""never Infinity"" invariant is directly tested. The UI-level 100%-target guard is confirmed correct by source reading but has no automated component test (no RTL harness in this project)."
JOB-014,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,GIVEN User changes cost after valid result WHEN Recalculate THEN Output reflects current active inputs; no old result shown as current.,src/components/tools/JobCostCalculator.tsx:45-55 (useMemo over all inputs),tests/ui/jobCostCalculator.test.tsx,verified,"Component test added: raising Materials from $100 to $500 after an already-complete result immediately updates every dependent row (Materials AND Total estimated cost), proving no stale result persists across a subsequent input change. No remaining work."
JOB-015,Free job-cost calculator,tool-specs/02-free-job-cost-calculator.md,"GIVEN Free tool result labels WHEN Inspect THEN Estimated profit/margin, not actual; implied target price not market recommendation.","src/components/tools/JobCostCalculator.tsx:157-159,180-181,197-199",tests/ui/jobCostCalculator.test.tsx,verified,"Component test added asserting the exact rendered disclaimer text (""not a market-rate recommendation"", ""Margin is estimated profit divided by price"") and that price rows are explicitly labeled ""Approx.""/""Suggested"", never a bare ""Price"". No remaining work."
INT-001,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,"GIVEN 20x16x9,doors2x20,windows3x15,walls only,2coats,coverage350,waste.1,paint42 WHEN Calculate THEN Area563;coat1126;raw3.538857...;buy4;paint168.",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (interior-walls-brief) ; src/components/tools/InteriorCalculator.tsx,tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case INT-001), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: Tested at the shared-engine level with the same function calls the component performs."
INT-002,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,"GIVEN Same room with ceiling enabled and rates150/120,labor32 WHEN Calculate THEN Area883;raw5.5502857...;buy6;paint252;hours12.84;labor410.88;total662.88.",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (interior-with-ceiling),tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case INT-002), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: Tested at the shared-engine level with the same function calls the component performs."
INT-003,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Same walls-only room with labor enabled WHEN Calculate THEN Hours7.506666...;labor240.21;paint168;total408.21.,tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (interior-walls-brief),tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case INT-003), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: Same fixture/test as INT-001, evaluated for its labor fields."
INT-004,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Labor disabled with stale missing/invalid rate WHEN Calculate paint THEN Material result valid; label Paint materials only; no apparent full-job cost.,"src/components/tools/InteriorCalculator.tsx (calculateLabor gate, ""Paint materials only."" label)",tests/ui/interiorCalculatorRequirements.test.tsx,verified,"Component test added: with labor estimation off, the $/hour field is not even rendered, the paint result computes normally, and the result is explicitly labeled ""Paint materials only."" -- never presented as a full job cost. No remaining work."
INT-005,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,"GIVEN Enable labor with rate blank WHEN Calculate THEN Incomplete; request rate, no zero-labor final total.",src/components/tools/InteriorCalculator.tsx:140-146 (laborRateErr on invalid rate),tests/ui/interiorCalculatorRequirements.test.tsx,verified,"Component test added: enabling labor and clearing the rate field blocks the result with ""Hourly rate must be a number,"" with no Labor cost or Total row rendered -- never a false $0 labor total. No remaining work."
INT-006,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Enable labor with explicit rate0 WHEN Calculate THEN Allow labeled zero-rate scenario with warning; no divisor error.,src/components/tools/InteriorCalculator.tsx (new: zeroRateWarning),tests/ui/interiorCalculatorRequirements.test.tsx,verified,"GENUINE PARTIAL GAP FOUND AND FIXED: the ""allow a $0 rate"" half already worked (a Decimal zero is a valid multiplication operand, not a divisor, so no error occurred), but no warning text existed anywhere in the file for this case, confirmed by grep. Added a `zeroRateWarning` computed flag and a rendered warning (""An hourly rate of $0 produces a $0 labor cost -- double-check this is an intentional free/self-labor scenario..."") shown only when labor is enabled with an explicit rate of exactly 0. Confirming test proves both the real $0.00 labor-cost row (no divisor error) and the new warning text; a companion test proves a normal nonzero rate shows no such warning. No remaining work."
INT-007,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Ceiling disabled with invalid ceiling throughput WHEN Calculate walls THEN Inactive ceiling throughput ignored.,src/components/tools/InteriorCalculator.tsx (includeCeiling gates whether Ceiling sqft/hr/coat is even rendered/read),tests/ui/interiorCalculatorRequirements.test.tsx,verified,"Component test added: with the ceiling unchecked, the Ceiling sqft/hr/coat field is not even rendered (proving its value cannot be read while inactive), and the wall-only labor result still computes normally. No remaining work."
INT-008,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Only ceiling enabled with no walls WHEN Calculate THEN 320ft²; no wall deduction/labor; clear ceiling-only scope.,src/components/tools/InteriorCalculator.tsx (full file read),,verified,"FIXED this session: added the includeWalls toggle (default true) to the free interior calculator, enabling a real ceiling-only mode. Evidence: tests/ui/interiorCalculator.test.tsx."
INT-009,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Both wall and ceiling disabled WHEN Calculate THEN Incomplete/invalid no active surface; not a complete0 estimate.,src/components/tools/InteriorCalculator.tsx (full file read),,verified,FIXED this session: 'at least one enabled' validation added alongside the includeWalls toggle. Evidence: tests/ui/interiorCalculator.test.tsx.
INT-010,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Switch quick to detailed mode WHEN Enter one3x6.67 doorway THEN Detailed20.01 supersedes quick counts; no mixed deduction.,"src/components/tools/InteriorCalculator.tsx (openingMode/openings state, detailed UI); src/domain/interiorHandoff.ts (InteriorHandoffPayload.openingMode/openings, buildProjectFromInteriorHandoff)",tests/ui/interiorCalculatorDetailedOpenings.test.tsx; tests/domain/interiorHandoff.test.ts INT-010 block,verified,"Implemented and tested this session (commit b7d6a65): quick/detailed mode toggle, exact 3x6.67=20.01 ft2 geometry, multiple entries, add/remove, count/dimension validation, inactive-mode exclusion both directions, area-exceeds-wall guard, and lossless handoff to Pro verified end-to-end through the real assembly pipeline."
INT-011,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Disable deductions with retained excessive openings WHEN Calculate THEN Gross wall area used; ignore inactive openings.,tests/engine/geometry.test.ts ; src/engine/geometry.ts:31-35 ; src/components/tools/InteriorCalculator.tsx:82-84,tests/engine/geometry.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case INT-011), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/geometry.test.ts. Prior evidence: GEO-06's test value (85) is not itself ""excessive,"" but the tested code path (`if (!deductionEnabled) return {area: gross, valid: true}`) never inspects the magnitude of openingArea, so the property holds for any value including excessive ones."
INT-012,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Include ceiling with shared paint WHEN Inspect inputs/output THEN Explicit notice both surfaces use same variant; no claim of separate product selection.,"src/components/tools/InteriorCalculator.tsx:251 (""Include ceiling (same paint)"" checkbox label)",tests/ui/interiorCalculatorRequirements.test.tsx,verified,"Component test added asserting the exact rendered checkbox label text ""Include ceiling (same paint)"" -- an explicit, always-visible disclosure that the ceiling shares the wall's one paint variant. No remaining work."
INT-013,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Fresh defaults WHEN Inspect THEN Ceiling off;labor off;counts0;sample paint45 editable;labeled sample assumptions.,BUG_FIX_LOG.md #21,tests/domain/interiorHandoff.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case INT-013), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/interiorHandoff.test.ts. Prior evidence: Fixed this session."
INT-014,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN Add prep2hours at32 WHEN Recalculate completed room THEN Labor adds64 exactly once; displayed exclusions still mention overhead/supplies/tax.,src/components/tools/InteriorCalculator.tsx (full file read),,verified,"FIXED this session: added a Prep/cleanup hours input (default 0, validated non-negative), summed into production hours before the loaded rate. Evidence: tests/ui/interiorCalculator.test.tsx."
INT-015,Free single-room interior calculator,tool-specs/03-free-interior-calculator.md,GIVEN User seeks multi-room or trim/door painting WHEN Inspect scope/help THEN Single-room limitation explicit; openings not labeled painted doors; no unsupported controls.,"src/pages/free/interior-calculator.astro:20-24 (single-room/see-Pro page copy); src/components/tools/InteriorCalculator.tsx:273 (""Doors (20 ft^2 each)"" label)",tests/ui/interiorCalculatorRequirements.test.tsx,verified,"Component test added confirming the door/window count fields are labeled as flat-area deductions (""Doors (20 ft^2 each)""), never implying separately-painted door surfaces, and that no multi-room/trim controls exist anywhere in the rendered component. The single-room/see-Pro page copy itself was confirmed by direct reading of interior-calculator.astro (not independently re-tested here, since it is static Astro page content with no interactive behavior to exercise). No remaining work."
CAT-001,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,GIVEN Fresh real-user setup WHEN Save incomplete settings THEN Labor/paint price not silently populated as real assumptions; priced issue blocked until configured/confirmed.,src/domain/estimateAssembly.ts (resolveSurface hourly-rate validation); src/domain/project.ts:74-89 (checkIssueGate),tests/domain/catProRequirements.test.ts,verified,"Confirming tests added: a fresh setup with no configured loadedHourlyRate blocks the project as incomplete (never a substituted $0/hr real assumption); a second test proves issue is blocked purely on sampleAssumptionsConfirmed=false even with an otherwise fully complete, priced calculation. No remaining work."
CAT-002,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,GIVEN User accepts sample defaults WHEN Issue valid estimate THEN Confirmation recorded; labels do not claim industry-validated production rates.,src/components/tools/pro/ProApp.tsx:1127-1129 (confirmation checkbox); src/domain/project.ts (checkIssueGate),tests/domain/catProRequirements.test.ts,verified,"Confirming test added proving the confirmation is load-bearing (canIssue flips false->true purely on this flag). A repo-wide grep (grep -rniE ""industry.?validated|industry.standard|proven production rate|validated production"" src/) found zero matches -- no UI copy anywhere claims industry-validated production rates. No remaining work."
CAT-003,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,"GIVEN Two paint variants same name, different colors WHEN Save/select THEN Distinct IDs and visible differentiation; separate purchase grouping.",tests/engine/estimate.test.ts,tests/engine/estimate.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case CAT-003), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/estimate.test.ts. Prior evidence: The existing test does not use two variants sharing the same NAME (as CAT-003 specifies); the ID-based grouping mechanism is unaffected by name, but that literal input combination is unexercised."
CAT-004,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,"GIVEN Two variants same name and price, different coverage WHEN Import/select THEN Never merge by name+price; retain coverage distinctions.",tests/engine/estimate.test.ts; src/engine/estimate.ts; src/engine/paint.ts,tests/engine/estimate.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case CAT-004), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/estimate.test.ts. Prior evidence: No name/price comparison exists anywhere in the paint-aggregation code, so merging two variants by name+price is structurally impossible, but no test uses this specific same-name-same-price-different-coverage combination."
