case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
"BOUND-009","Boundary matrix","P0","implemented","passed","tests/engine/pricing.test.ts::CORE pricing: status boundaries > CORE-price-03 (BOUND V04): target ratio of 1 throws rather than silently dividing by zero","vitest 5 / Node (local engine tests)","requiredPriceRaw(100, 1) throws — exact value match to the case.","tests/engine/pricing.test.ts:26-28",""
"BOUND-010","Boundary matrix","P0","partial","not_run","","","overheadAmount(directCost, overheadRatio) = directCost * overheadRatio has no range guard at all; a ratio of 0 flows through unrejected. This reflects a total absence of validation rather than a deliberate ""accept 0"" rule.","src/engine/cost.ts:43-45",""
"BOUND-011","Boundary matrix","P0","partial","not_run","","","overheadAmount() has no upper-bound guard; a ratio of 1 (100% overhead) flows through unrejected, consistent with the separate COST-019 case (outside this audit's scope) which explicitly treats overheadRatio=1 as ""unusual, not invalid.""","src/engine/cost.ts:43-45",""
"BOUND-012","Boundary matrix","P0","missing","not_run","","","No code path anywhere rejects a negative overheadRatio; overheadAmount(directCost, -0.001) would silently compute a negative overhead amount with no error or warning.","src/engine/cost.ts:43-45","Genuine implementation gap: the spec's lower-bound rejection for overheadRatio is not enforced anywhere in the codebase."
"BOUND-013","Boundary matrix","P0","missing","not_run","","","No upper-bound guard exists for overheadRatio anywhere; a value of 1.001 would silently compute overhead greater than direct cost with no rejection or warning.","src/engine/cost.ts:43-45","Genuine implementation gap, same class as BOUND-012."
"BOUND-014","Boundary matrix","P0","partial","not_run","","","rawDemandGal() multiplies by (1+wasteRatio) with no range guard at all; wasteRatio=0 passes through unrejected.","src/engine/paint.ts:5-7",""
"BOUND-015","Boundary matrix","P0","partial","not_run","","","rawDemandGal() has no upper-bound guard; wasteRatio=1 (100% waste) passes through unrejected.","src/engine/paint.ts:5-7",""
"BOUND-016","Boundary matrix","P0","missing","not_run","","","No negative-wasteRatio guard exists anywhere; a value of -0.001 would silently REDUCE paint demand below the coats-only baseline (1+(-0.001)<1), with no rejection.","src/engine/paint.ts:5-7","Genuine implementation gap."
"BOUND-017","Boundary matrix","P0","missing","not_run","","","No upper-bound guard on wasteRatio exists anywhere; a value of 1.001 would be silently accepted.","src/engine/paint.ts:5-7","Genuine implementation gap."
"BOUND-018","Boundary matrix","P0","implemented","not_run","","","roomDerivedGeometry() in estimateAssembly.ts only requires length/width/height greater than 0 (no lower floor of exactly 0.001); 0.001 qualifies as accepted. Untested at this exact value.","src/domain/estimateAssembly.ts:44-49",""
"BOUND-019","Boundary matrix","P0","implemented","not_run","","","No upper bound of 100,000 is enforced on room dimensions; 100,000 is accepted trivially because nothing rejects it.","src/domain/estimateAssembly.ts:44-49",""
"BOUND-020","Boundary matrix","P0","implemented","not_run","","","`!length.value.greaterThan(0)` marks a room dimension of exactly 0 as invalid. Untested at this exact value (all existing tests use positive dimensions).","src/domain/estimateAssembly.ts:44-49",""
"BOUND-021","Boundary matrix","P0","missing","not_run","","","No upper bound of 100,000 is enforced anywhere on room dimensions; a value of 100000.001 (or any larger number) would be SILENTLY ACCEPTED, contradicting the expected rejection.","src/domain/estimateAssembly.ts:44-49","Genuine implementation gap: the spec's documented upper bound for roomDimensionFt is not wired to any validation."
"BOUND-022","Boundary matrix","P0","implemented","not_run","","","The manual-area branch of resolveSurface() only requires areaField.value.greaterThan(0); 0.001 qualifies as accepted. Untested at this exact value.","src/domain/estimateAssembly.ts:101-104",""
"BOUND-023","Boundary matrix","P0","implemented","not_run","","","No upper bound of 1,000,000,000 is enforced on manual area; 1e9 is accepted trivially because nothing rejects it.","src/domain/estimateAssembly.ts:101-104",""
"BOUND-024","Boundary matrix","P0","implemented","not_run","","","The >0 check marks manualAreaFt2=0 as invalid. Untested at this exact value.","src/domain/estimateAssembly.ts:101-104",""
"BOUND-025","Boundary matrix","P0","missing","not_run","","","No upper bound of 1,000,000,000 is enforced on manual area anywhere. A MAX_MONETARY_INPUT constant of exactly this value exists in parse.ts but is never referenced by any area-validation code path (confirmed by grep — zero usages outside its own declaration).","src/engine/parse.ts:105 (unused constant); src/domain/estimateAssembly.ts:101-104","Genuine implementation gap: MAX_MONETARY_INPUT is dead code, not wired to manualAreaFt2 or any other field."
"BOUND-026","Boundary matrix","P0","partial","failed","Manual code trace: src/domain/estimateAssembly.ts trim branch of resolveSurface()","manual code inspection (source read; no automated test)","The trim branch requires `lengthField.value.greaterThan(0)`, so a trimLengthFt of exactly 0 is marked INVALID (the whole surface fails), not accepted as a legitimate (if useless) field value the way the boundary matrix expects (""accepted at field validation; zero-count project can still fail issue gate separately"").","src/domain/estimateAssembly.ts:107-111","The domain code conflates ""field acceptable"" with ""greater than zero"" for trim length, rejecting the exact value the spec says should pass field-level validation (and only later fail, if at all, at the project/issue-gate level). Same class of mismatch as BOUND-030's doorCount=0."
"BOUND-027","Boundary matrix","P0","implemented","not_run","","","No upper bound of 1,000,000 is enforced beyond the >0 check, so trimLengthFt=1,000,000 passes trivially.","src/domain/estimateAssembly.ts:107-111",""
"BOUND-028","Boundary matrix","P0","implemented","not_run","","","The >0 check rejects any negative value including -0.001 as invalid. Untested at this exact value.","src/domain/estimateAssembly.ts:107-111",""
"BOUND-029","Boundary matrix","P0","missing","not_run","","","No upper bound of 1,000,000 is enforced anywhere for trim length; a value of 1000000.001 would be silently accepted.","src/domain/estimateAssembly.ts:107-111","Genuine implementation gap."
"BOUND-030","Boundary matrix","P0","partial","not_run","","","InteriorCalculator.tsx's free-tool door-OPENING count uses parseCountField(doorCount,{min:0}), which accepts 0 (matches the spec). No component test exercises this. NOTE: the Pro app's standalone door SURFACE uses a different field (Surface.doorCount) whose domain check is `s.doorCount < 1 -> invalid`, i.e. it REJECTS 0 there — the matrix's single generic ""doorCount"" label maps onto two different real fields in this codebase with two different accept rules.","src/components/tools/InteriorCalculator.tsx:32; src/domain/estimateAssembly.ts:113-114","Ambiguous mapping: the free tool's opening-count field matches the spec; the Pro app's door-surface count field does not (0 doors is not a valid door surface there, which is arguably reasonable product behavior, not obviously a bug)."
"BOUND-031","Boundary matrix","P0","implemented","not_run","","","The free tool's parseCountField call for doorCount passes no max option, so 100,000 is accepted trivially (no real cap exists).","src/components/tools/InteriorCalculator.tsx:32",""
"BOUND-032","Boundary matrix","P0","implemented","not_run","","","parseCountField's regex requires /^\d+$/ with no sign character permitted at all, so ""-1"" is rejected as a malformed integer before the {min:0} option is even consulted. Untested directly with this field, though the same regex is tested generically (CORE-parse-count with ""-1"").","src/engine/parse.ts:87-90; tests/engine/parse.test.ts:88",""
"BOUND-033","Boundary matrix","P0","missing","not_run","","","No max option is passed to parseCountField for the doorCount field, so 100,001 would be silently accepted, contradicting the expected rejection.","src/components/tools/InteriorCalculator.tsx:32","Genuine implementation gap: no upper cap of 100,000 is wired to this field."
"BOUND-034","Boundary matrix","P0","implemented","passed","tests/engine/parse.test.ts::CORE-parse: missing vs invalid vs valid-zero > CORE-parse-count: whole numbers only, with min/max","vitest 5 / Node (local engine tests)","parseCountField(""3.5"").kind === ""invalid"" — the shared /^\d+$/ regex used by every count-typed field (including doorCount) rejects any fractional value outright.","tests/engine/parse.test.ts:85-91","Test literal value is 3.5, not the case's 1.5; parseCountField is the single shared implementation for all integer-count fields, so the mechanism is identical."
"BOUND-035","Boundary matrix","P0","missing","not_run","","","estimateAssembly.ts sums revision.additionalLabor lines via `new PEP(l.hours)` directly, with NO parsing or validation step at all before use. A grep across ProApp.tsx found no add/edit UI that lets a user actually create an additionalLabor line — the feature exists only in the domain data model (always initialized to []).","src/domain/estimateAssembly.ts:182","This looks like an unimplemented/unexposed feature rather than merely an untested one: there is no UI path to enter an hours value at all, let alone validate its bounds."
"BOUND-036","Boundary matrix","P0","missing","not_run","","","Same gap as BOUND-035: no validation or UI exists for additionalLabor hours, so no bound of any kind (including an upper one of 1,000,000) is enforced.","src/domain/estimateAssembly.ts:182",""
"BOUND-037","Boundary matrix","P0","missing","not_run","","","No negative-hours guard exists anywhere before summing additionalLabor lines; a negative value would silently REDUCE total labor cost with no rejection.","src/domain/estimateAssembly.ts:182","Genuine implementation gap."
"BOUND-038","Boundary matrix","P0","missing","not_run","","","No upper bound on hours is enforced anywhere.","src/domain/estimateAssembly.ts:182","Genuine implementation gap, same class as BOUND-037."
"BOUND-039","Boundary matrix","P0","implemented","passed","tests/engine/parse.test.ts::CORE-parse: missing vs invalid vs valid-zero > CORE-parse-02: explicit ""0"" is valid-zero, distinct from missing","vitest 5 / Node (local engine tests)","parseDecimalField(""0"") returns {kind:""valid"", value:0} — an explicit monetary zero is accepted and distinguished from a missing field.","tests/engine/parse.test.ts:15-19",""
"BOUND-040","Boundary matrix","P0","missing","not_run","","","MAX_MONETARY_INPUT (1,000,000,000) is declared in parse.ts but a grep across all of src/ found zero references to it outside its own declaration line — no money field actually enforces this ceiling. The value passes through unchecked, which superficially matches ""accepted"" but not because of any real bound check.","src/engine/parse.ts:105","MAX_MONETARY_INPUT is dead code."
"BOUND-041","Boundary matrix","P0","implemented","passed","tests/engine/parse.test.ts::CORE-parse: missing vs invalid vs valid-zero > BOUND-grammar-reject: negative when not allowed","vitest 5 / Node (local engine tests)","parseDecimalField(""-5"") without allowNegative returns {kind:""invalid""}. Every money field observed in the domain layer (e.g. estimateAssembly.ts's customPriceField) omits allowNegative, so this default rejects any negative amount including -0.01 via the identical code path.","tests/engine/parse.test.ts:60-62; src/domain/estimateAssembly.ts:194","Rejection comes from the generic non-negative default, not a dedicated ""moneyAmount"" bound; test literal is -5, not -0.01, but same flag/branch."
"BOUND-042","Boundary matrix","P0","missing","not_run","","","As with BOUND-040, MAX_MONETARY_INPUT is unused dead code; no field anywhere rejects an over-the-cap monetary value such as 1000000000.01.","src/engine/parse.ts:105",""
"BOUND-043","Boundary matrix","P0","implemented","not_run","","","isPositiveDivisor(value) accepts anything >= MIN_POSITIVE_DIVISOR (1e-9), so 0.001 is comfortably accepted. The existing test only checks exactly MIN_POSITIVE_DIVISOR (1e-9) and 150, not 0.001.","src/engine/parse.ts:104,109-111; tests/engine/parse.test.ts:93-98","Note: the code's actual floor (1e-9) is far more permissive than the case's documented minimum of 0.001 — a throughput as small as 0.00001 would be accepted by the code even though the spec's boundary table implies it should be rejected below 0.001."
"BOUND-044","Boundary matrix","P0","implemented","not_run","","","No upper bound is enforced on throughput anywhere; 1,000,000 passes trivially through isPositiveDivisor (which only checks a floor, not a ceiling).","src/engine/parse.ts:109-111",""
"BOUND-045","Boundary matrix","P0","implemented","passed","tests/engine/parse.test.ts::CORE-parse: missing vs invalid vs valid-zero > BOUND-divisor: extraordinarily small positive divisor is rejected, not silently accepted","vitest 5 / Node (local engine tests)","isPositiveDivisor(new PEP(""0"")) === false — a zero throughput/divisor is directly and exactly proven to be rejected.","tests/engine/parse.test.ts:93-98",""
"BOUND-046","Boundary matrix","P0","missing","not_run","","","No upper bound of 1,000,000 is enforced on throughput anywhere; a value of 1000000.001 would be silently accepted.","src/engine/parse.ts:109-111","Genuine implementation gap."
"BOUND-047","Boundary matrix","P0","partial","not_run","","","There is no literal ""room count"" input field anywhere — rooms are a plain array added/removed one at a time. An empty rooms array does not itself block a project (standalone surfaces with roomId:null work fine with zero rooms), so the observable outcome matches ""accepted,"" but there is no dedicated count field or validation producing that outcome deliberately.","tests/domain/estimateAssembly.test.ts:67-93 (Standalone surfaces with no room)",""
"BOUND-048","Boundary matrix","P0","missing","not_run","","","No maximum room count of 500 is enforced anywhere in the codebase (grep for ""500"" relevant to this found nothing). Per IMPLEMENTATION_DECISIONS.md #9, aggregate/display limits beyond individual field bounds were explicitly left unimplemented as an acknowledged, documented gap.","IMPLEMENTATION_DECISIONS.md #9","Documented, acknowledged gap in the project's own decision log, not merely an oversight found during this audit."
"BOUND-049","Boundary matrix","P0","missing","not_run","","","There is no numeric ""room count"" field a user could ever set to -1 — rooms are a plain array manipulated via add/remove UI actions. This boundary case does not map onto any real input in the current implementation.","","Not applicable to the current UI/data model as built."
"BOUND-050","Boundary matrix","P0","missing","not_run","","","No cap of 500 rooms is enforced anywhere (same documented gap as BOUND-048; IMPLEMENTATION_DECISIONS.md #9).","IMPLEMENTATION_DECISIONS.md #9",""
"BOUND-051","Boundary matrix","P0","missing","not_run","","","No numeric room-count field exists to which a fractional-rejection rule (1.5) could even apply.","","Not applicable to the current UI/data model as built."
"BOUND-052","Boundary matrix","P0","missing","not_run","","","Surfaces are a plain array manipulated via add/remove UI actions, not a numeric count field. No maximum-surface-count guard exists anywhere in the codebase (grep for 2000/2001 across src/ found no matches related to a surface cap). Same documented gap as IMPLEMENTATION_DECISIONS.md #9.","IMPLEMENTATION_DECISIONS.md #9",""
"BOUND-053","Boundary matrix","P0","missing","not_run","","","No maximum surface count is enforced anywhere; 2,000 surfaces would be accepted only because nothing checks the count at all.","IMPLEMENTATION_DECISIONS.md #9",""
"BOUND-054","Boundary matrix","P0","missing","not_run","","","No numeric ""surface count"" field exists that could be set to -1; surfaces are added/removed individually.","","Not applicable to the current UI/data model as built."
"BOUND-055","Boundary matrix","P0","missing","not_run","","","No cap of 2,000 surfaces is enforced anywhere (same documented gap as BOUND-053).","IMPLEMENTATION_DECISIONS.md #9",""
"BOUND-056","Boundary matrix","P0","missing","not_run","","","No numeric surface-count field exists to which a fractional-rejection rule (1.5) could even apply.","","Not applicable to the current UI/data model as built."
"BOUND-057","Boundary matrix","P0","missing","not_run","","","Free-template document lines are a plain array manipulated via add/remove row actions in EstimateTemplate.tsx, not a numeric count field. No maximum-line-count guard exists anywhere (grep for a line-count cap found nothing).","src/components/tools/EstimateTemplate.tsx",""
"BOUND-058","Boundary matrix","P0","missing","not_run","","","No maximum document-line-count of 2,000 is enforced anywhere; a document with 2,000 lines would be accepted only because nothing checks the count.","src/components/tools/EstimateTemplate.tsx",""
"BOUND-059","Boundary matrix","P0","missing","not_run","","","No numeric ""document line count"" field exists that could be set to -1; lines are added/removed individually via row actions.","","Not applicable to the current UI/data model as built."
"BOUND-060","Boundary matrix","P0","missing","not_run","","","No cap of 2,000 document lines is enforced anywhere (same gap as BOUND-058).","src/components/tools/EstimateTemplate.tsx",""
"BOUND-061","Boundary matrix","P0","missing","not_run","","","No numeric document-line-count field exists to which a fractional-rejection rule (1.5) could even apply.","","Not applicable to the current UI/data model as built."
