case_id,file,test_name,status
DET-0199,tests/domain/catProRequirements.test.ts,"CAT-007: a live-catalog variant deletion is handled correctly on BOTH sides -- draft resolves its own frozen snapshot, live Price Book Health goes incomplete > a Price Book Health service referencing a variant no longer in the live catalog reports incomplete (already proven in tests/domain/serviceHealthAssembly.test.ts, re-asserted here alongside the draft-side half for one combined citation)",passed
DET-0200,tests/domain/catProRequirements.test.ts,"CAT-007: a live-catalog variant deletion is handled correctly on BOTH sides -- draft resolves its own frozen snapshot, live Price Book Health goes incomplete > a draft's own frozen snapshot still resolves the SAME variant id after it has been deleted from the live catalog (the draft never reads the live catalog at all)",passed
DET-0201,tests/domain/catProRequirements.test.ts,"PRO-004: a door surface with an enabled count but missing width blocks the ENTIRE project as incomplete -- no hidden area assumption > doorCount=1 with widthFt/heightFt both blank reports incomplete, not a door computed at some default/zero area",passed
DET-0202,tests/domain/catProRequirements.test.ts,"PRO-006: an incomplete project (valid walls, incomplete ceiling) never fabricates a partial subtotal, and always blocks final price/margin/issue > a room with a valid wall plus an incomplete (enabled, unconfigured) ceiling reports the WHOLE project incomplete, with no partial subtotal fabricated",passed
DET-0203,tests/domain/catProRequirements.test.ts,"PRO-008: a fixed custom price stays fixed while cost rises -- margin visibly decreases in real time, which IS the available change signal > raising the direct cost while priceMode=custom keeps the SAME price but strictly lowers profit and margin",passed
DET-0204,tests/domain/catProRequirements.test.ts,PRO-011: no active/enabled surfaces blocks issue even with retained expenses and a retained custom price > a revision with zero enabled surfaces but a nonzero additionalLabor line and a set proposedPrice still cannot issue,passed
DET-0205,tests/domain/catProRequirements.test.ts,"PRO-012: a genuine no-charge ($0) project is blocked until explicit confirmation, then allowed with an undefined (null) margin > a valid, complete, $0-priced project is blocked without zeroPriceConfirmed",passed
DET-0206,tests/domain/catProRequirements.test.ts,"PRO-012: a genuine no-charge ($0) project is blocked until explicit confirmation, then allowed with an undefined (null) margin > the SAME project is issueable once zeroPriceConfirmed is true, and the priced summary reports a null (undefined) margin at price=0",passed
DET-0207,tests/domain/coreRequirements.test.ts,"CORE-001: a surface with no loadedHourlyRate anywhere (no override, no settings default) is incomplete, not a crash or a $0 rate > reports incomplete and names the specific surface, with no priced output",passed
DET-0208,tests/domain/coreRequirements.test.ts,"CORE-002: a required cost field of ""-1"" is invalid at the engine boundary and retains the raw text, never coerced to zero > parseDecimalField rejects -1 (negative not allowed) and keeps rawText for the UI to redisplay",passed
DET-0209,tests/domain/coreRequirements.test.ts,"CORE-007: the free job-cost calculator persists a percent-entered target as a ratio, with no double division by 100 > target=35% on cost=65 requires a minimum price of exactly $100.00 (not $6500.00 or $0.65-scaled)",passed
DET-0210,tests/domain/coreRequirements.test.ts,"CORE-012: cost=0, price=100 -- margin never divides by cost (would be undefined/Infinity), only by price > profit=$100.00, margin=100.0%",passed
DET-0211,tests/domain/coreRequirements.test.ts,"CORE-013: cost=0, price=0 -- profit=$0.00, margin=null (zero_price), never a NaN percentage > reports the zero_price status with a real numeric profit and a null (not NaN) margin",passed
DET-0212,tests/domain/coreRequirements.test.ts,"CORE-014/CORE-015: the displayed percentage rounds to one place, but status compares the raw (unrounded) margin -- never the formatted string > CORE-014: cost=65.0001 displays ""35.0%"" but the raw status is below_target (marginRatio < 0.35 exactly)",passed
DET-0213,tests/domain/coreRequirements.test.ts,"CORE-014/CORE-015: the displayed percentage rounds to one place, but status compares the raw (unrounded) margin -- never the formatted string > CORE-015: cost=64.9999 displays ""35.0%"" but the raw status is above_target (marginRatio > 0.35 exactly)",passed
DET-0214,tests/domain/coreRequirements.test.ts,"CORE-014/CORE-015: the displayed percentage rounds to one place, but status compares the raw (unrounded) margin -- never the formatted string > the two cases above are NOT the same raw status, even though their formatted percentages are identical",passed
DET-0215,tests/domain/coreRequirements.test.ts,"CORE-019: a target margin of exactly 0 requires a raw price equal to cost, rounding up only when the cost itself has sub-cent precision > a whole-cent cost needs no rounding at all",passed
DET-0216,tests/domain/coreRequirements.test.ts,"CORE-019: a target margin of exactly 0 requires a raw price equal to cost, rounding up only when the cost itself has sub-cent precision > a sub-cent cost rounds the minimum target price UP, never down (never undershoots a 0% target)",passed
DET-0217,tests/domain/coreRequirements.test.ts,"CORE-027: clearing one previously-valid field removes the stale complete result and reports incomplete, retaining the other still-valid data > a project that was complete becomes incomplete (not stuck showing the old result) once a required field is blanked, and the OTHER surface is unaffected",passed
DET-0218,tests/domain/coreRequirements.test.ts,"CORE-028: an incomplete draft can be saved, but final issue is blocked -- the partial result is never issueable > checkIssueGate reports canIssue=false with an explicit ""not complete"" reason when calculationState is incomplete",passed
DET-0219,tests/domain/coreRequirements.test.ts,"CORE-028: an incomplete draft can be saved, but final issue is blocked -- the partial result is never issueable > the same draft becomes issueable once its calculationState is complete, all else equal",passed
DET-0220,tests/domain/coreRequirements.test.ts,"CORE-029: removing every surface leaves no complete priced estimate (never a false 100% margin), and never touches the caller's custom price input > an empty-surfaces revision is incomplete regardless of price mode, with null price/jobCost",passed
DET-0221,tests/domain/coreRequirements.test.ts,"CORE-029: removing every surface leaves no complete priced estimate (never a false 100% margin), and never touches the caller's custom price input > the customPriceRaw the caller supplied is never inspected or altered when there are no surfaces (the UI is free to keep displaying it verbatim)",passed
DET-0222,tests/domain/createDraftRevision.test.ts,"createDraftRevision: applies configured business defaults, not hardcoded ones > mode ""none"" (the factory default) yields no supplies allowance and no travel line, same as before this fix",passed
DET-0223,tests/domain/createDraftRevision.test.ts,"createDraftRevision: applies configured business defaults, not hardcoded ones > a configured flat $50 supplies default is applied to a new draft and contributes to materials",passed
DET-0224,tests/domain/createDraftRevision.test.ts,"createDraftRevision: applies configured business defaults, not hardcoded ones > a configured paintPercent supplies default (10% of paint cost) is applied and scales off paint cost only",passed
DET-0225,tests/domain/createDraftRevision.test.ts,"createDraftRevision: applies configured business defaults, not hardcoded ones > a configured $75 travel default inserts exactly ONE expense line, contributing to otherExpenses and overhead",passed
DET-0226,tests/domain/createDraftRevision.test.ts,"createDraftRevision: applies configured business defaults, not hardcoded ones > a zero (factory-default) travel amount never inserts a phantom $0.00 expense line",passed
DET-0227,tests/domain/createDraftRevision.test.ts,"createDraftRevision: applies configured business defaults, not hardcoded ones > creating a SECOND draft from the same (unchanged) settings does not duplicate or re-insert a second travel line beyond the one per draft",passed
DET-0228,tests/domain/customerDocument.test.ts,"V6-01: buildCustomerDocument scope lines include every enabled priced surface > door-only (standalone, no room)",passed
DET-0229,tests/domain/customerDocument.test.ts,"V6-01: buildCustomerDocument scope lines include every enabled priced surface > trim-only (standalone, no room)",passed
DET-0230,tests/domain/customerDocument.test.ts,"V6-01: buildCustomerDocument scope lines include every enabled priced surface > room-only, including coat count",passed
DET-0231,tests/domain/customerDocument.test.ts,V6-01: buildCustomerDocument scope lines include every enabled priced surface > mixed room and standalone scope,passed
DET-0232,tests/domain/customerDocument.test.ts,V6-01: buildCustomerDocument scope lines include every enabled priced surface > a room surface with a null coats override displays the snapshot default (2),passed
DET-0233,tests/domain/customerDocument.test.ts,"V6-01: buildCustomerDocument scope lines include every enabled priced surface > a single coat is described in the singular (""1 coat"", not ""1 coats"")",passed
DET-0234,tests/domain/customerDocument.test.ts,V6-01: buildCustomerDocument scope lines include every enabled priced surface > disabled surfaces (room-attached or standalone) never appear in scope,passed
DET-0235,tests/domain/customerDocument.test.ts,"V6-01: buildCustomerDocument scope lines include every enabled priced surface > a disabled room surface leaves that room labeled ""no surfaces enabled""",passed
DET-0236,tests/domain/customerDocument.test.ts,"V6-01: buildCustomerDocument scope lines include every enabled priced surface > never leaks cost, rate, or overhead fields even with a full scope",passed
DET-0237,tests/domain/customerDocument.test.ts,"V6-01: buildCustomerDocument scope lines include every enabled priced surface > long room names and special characters render as literal text, not corrupting the scope structure",passed
DET-0238,tests/domain/customerDocument.test.ts,"DOC-003: an issued price is ONE exact project total, never distributed/invented across multiple scope descriptions > a multi-room, multi-surface scope (several description lines) still carries exactly one proposedPrice field, set to the full $1000.00",passed
DET-0239,tests/domain/customerDocument.test.ts,"DOC-006: a Pro customer document always carries a pre-tax notice, and never computes any sales tax > taxNotice is always the fixed exact disclosure text, regardless of price",passed
DET-0240,tests/domain/customerDocument.test.ts,"DOC-011: an issued document snapshot carries no engineVersion field at all, so it cannot be silently re-derived by a version check > buildCustomerDocument's output shape has no engineVersion field -- an engine upgrade has nothing to key a recalculation on",passed
DET-0241,tests/domain/engineCompatibility.test.ts,isRecognizedEngineVersion / RECOGNIZED_ENGINE_VERSIONS > the current ENGINE_VERSION is always in the recognized list -- a build must always trust its own version,passed
DET-0242,tests/domain/engineCompatibility.test.ts,isRecognizedEngineVersion / RECOGNIZED_ENGINE_VERSIONS > an unrecognized/future version string is rejected,passed
DET-0243,tests/domain/engineCompatibility.test.ts,"BACK-026: live draft recalculation refuses an unrecognized engine version, never silently using today's formulas > a normal draft (current engine version) calculates fine",passed
DET-0244,tests/domain/engineCompatibility.test.ts,"BACK-026: live draft recalculation refuses an unrecognized engine version, never silently using today's formulas > a draft whose snapshot declares an unrecognized engine version is refused, with a clear explanation and recovery instruction, never silently recalculated",passed
DET-0245,tests/domain/engineCompatibility.test.ts,"BACK-026: live draft recalculation refuses an unrecognized engine version, never silently using today's formulas > never crashes -- an unrecognized version produces a structured invalid result, not an exception",passed
DET-0246,tests/domain/engineCompatibility.test.ts,"BACK-026: frozen/issued data is NEVER gated by this policy -- it is always read-only regardless of version > readFrozenCalculatedOutputs happily reads back a frozen record from an unrecognized/future engine version -- it is never recalculated, so the tag is purely informational",passed
DET-0247,tests/domain/estimateAssembly.test.ts,"PRO-001 through the domain assembly: wall and ceiling in the SAME room use DIFFERENT variants > produces two separate purchases, one per variant",passed
DET-0248,tests/domain/estimateAssembly.test.ts,GEO-027: a room's opening-deduction count is entirely independent from a linked door surface's own doorCount > painting a second door (doorCount 1 -> 2) adds its own cost on top of the wall's already-2-opening-deducted area,passed
DET-0249,tests/domain/estimateAssembly.test.ts,GEO-027: a room's opening-deduction count is entirely independent from a linked door surface's own doorCount > the wall's own (2-opening-deducted) net area never changes no matter what the door surface's doorCount is,passed
DET-0250,tests/domain/estimateAssembly.test.ts,Standalone surfaces with no room > a project with only a standalone door surface (roomId null) is complete and priced,passed
DET-0251,tests/domain/estimateAssembly.test.ts,"Standalone surfaces with no room > BOUND-026: a trim surface with trimLengthFt=0 is ACCEPTED at field validation (zero-demand geometry, not a field error)",passed
DET-0252,tests/domain/estimateAssembly.test.ts,"Standalone surfaces with no room > a standalone trim surface with missing developed width is incomplete, not silently zero",passed
DET-0253,tests/domain/estimateAssembly.test.ts,Disabled surfaces never contribute (mutation check regression) > a disabled surface with garbage geometry does not block or pollute an otherwise-valid project,passed
DET-0254,tests/domain/estimateAssembly.test.ts,"Suggested-price mode reports real profit/margin at the effective price (regression) > profit and margin are NOT null when priceMode is ""suggested"" — found live in the browser: proposed price showed a number but profit/margin showed ""—""",passed
DET-0255,tests/domain/estimateAssembly.test.ts,"A surface referencing a variant absent from the draft's OWN snapshot is invalid, not silently substituted > found live in the browser: the UI let a user pick a variant added to the LIVE catalog after this draft was created, which the draft's frozen snapshot does not have yet",passed
DET-0256,tests/domain/estimateAssembly.test.ts,"V5-01 (related path): targetMarginRatio boundary in the Pro estimate summary itself, not just Price Book Health > a saved 100% target settings value returns invalid, never throws",passed
DET-0257,tests/domain/estimateAssembly.test.ts,"V5-01 (related path): targetMarginRatio boundary in the Pro estimate summary itself, not just Price Book Health > a negative target settings value returns invalid",passed
DET-0258,tests/domain/estimateAssembly.test.ts,"V5-01 (related path): targetMarginRatio boundary in the Pro estimate summary itself, not just Price Book Health > a target just below 100% (0.999) is still a complete, priced result",passed
DET-0259,tests/domain/estimateAssembly.test.ts,Per-surface override vs. snapshot default fallback (DECISIONS.md #3) > a surface with an explicit throughput override is not silently replaced by the settings default,passed
DET-0260,tests/domain/estimateAssembly.test.ts,"Project-costing line items never crash on blank/malformed values (found while building the missing cost-entry UI) > a freshly-added additionalLabor line with blank hours/rate reports incomplete, never throws",passed
DET-0261,tests/domain/estimateAssembly.test.ts,"Project-costing line items never crash on blank/malformed values (found while building the missing cost-entry UI) > an additionalLabor line with malformed hours (""abc"") reports invalid, never throws",passed
DET-0262,tests/domain/estimateAssembly.test.ts,Project-costing line items never crash on blank/malformed values (found while building the missing cost-entry UI) > a complete additionalLabor line correctly adds hours*rate to laborCost,passed
DET-0263,tests/domain/estimateAssembly.test.ts,"Project-costing line items never crash on blank/malformed values (found while building the missing cost-entry UI) > a freshly-added otherMaterialLines entry with blank quantity/unitCost reports incomplete, never throws",passed
DET-0264,tests/domain/estimateAssembly.test.ts,Project-costing line items never crash on blank/malformed values (found while building the missing cost-entry UI) > a complete otherMaterialLines entry correctly adds quantity*unitCost to materials,passed
DET-0265,tests/domain/estimateAssembly.test.ts,"Project-costing line items never crash on blank/malformed values (found while building the missing cost-entry UI) > a freshly-added otherExpenses entry with a blank amount reports incomplete, never throws",passed
DET-0266,tests/domain/estimateAssembly.test.ts,Project-costing line items never crash on blank/malformed values (found while building the missing cost-entry UI) > a complete otherExpenses entry correctly adds its amount to directCost,passed
DET-0267,tests/domain/estimateAssembly.test.ts,"Project-costing line items never crash on blank/malformed values (found while building the missing cost-entry UI) > a blank suppliesAllowance amount/ratio reports incomplete, never throws",passed
DET-0268,tests/domain/estimateAssembly.test.ts,"Project-costing line items never crash on blank/malformed values (found while building the missing cost-entry UI) > a malformed suppliesAllowance amount reports invalid, never throws",passed
DET-0269,tests/domain/estimateAssembly.test.ts,Project-costing line items never crash on blank/malformed values (found while building the missing cost-entry UI) > a valid flat supplies allowance correctly adds to materials,passed
DET-0270,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: none -- neither field is read, no matter what it contains > mode=none with both blank never blocks or contributes to materials",passed
DET-0271,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: none -- neither field is read, no matter what it contains > mode=none with both zero never blocks or contributes to materials",passed
DET-0272,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: none -- neither field is read, no matter what it contains > mode=none with a stale valid flat amount never blocks or contributes to materials",passed
DET-0273,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: none -- neither field is read, no matter what it contains > mode=none with a stale valid paint-percent ratio never blocks or contributes to materials",passed
DET-0274,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: none -- neither field is read, no matter what it contains > mode=none with a malformed amount never blocks or contributes to materials",passed
DET-0275,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: none -- neither field is read, no matter what it contains > mode=none with a malformed ratio never blocks or contributes to materials",passed
DET-0276,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: none -- neither field is read, no matter what it contains > mode=none with a negative amount never blocks or contributes to materials",passed
DET-0277,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: none -- neither field is read, no matter what it contains > mode=none with a negative ratio never blocks or contributes to materials",passed
DET-0278,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: none -- neither field is read, no matter what it contains > mode=none with an out-of-range ratio (>1) never blocks or contributes to materials",passed
DET-0279,tests/domain/estimateAssembly.test.ts,V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: flat -- only the amount is read; the ratio is fully ignored > a blank amount reports incomplete regardless of the ratio,passed
DET-0280,tests/domain/estimateAssembly.test.ts,V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: flat -- only the amount is read; the ratio is fully ignored > a malformed amount reports invalid regardless of the ratio,passed
DET-0281,tests/domain/estimateAssembly.test.ts,V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: flat -- only the amount is read; the ratio is fully ignored > a negative amount reports invalid,passed
DET-0282,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: flat -- only the amount is read; the ratio is fully ignored > a valid amount contributes exactly itself, even with a garbage/negative/out-of-range ratio sitting inactive",passed
DET-0283,tests/domain/estimateAssembly.test.ts,V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: paintPercent -- only the ratio is read; the amount is fully ignored > a blank ratio reports incomplete regardless of the amount,passed
DET-0284,tests/domain/estimateAssembly.test.ts,V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: paintPercent -- only the ratio is read; the amount is fully ignored > a malformed ratio reports invalid regardless of the amount,passed
DET-0285,tests/domain/estimateAssembly.test.ts,V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: paintPercent -- only the ratio is read; the amount is fully ignored > a negative ratio reports invalid,passed
DET-0286,tests/domain/estimateAssembly.test.ts,"V6-06: supplies allowance validates/uses ONLY the active mode's field > mode: paintPercent -- only the ratio is read; the amount is fully ignored > a valid ratio contributes ratio*paintCost, even with a garbage/negative/blank amount sitting inactive",passed
DET-0287,tests/domain/estimateAssembly.test.ts,V6-06: supplies allowance validates/uses ONLY the active mode's field > switching modes never mixes stale values from a previously-active mode > flat -> none -> flat: a value entered while flat was active still applies once flat is reselected,passed
DET-0288,tests/domain/estimateAssembly.test.ts,V6-06: supplies allowance validates/uses ONLY the active mode's field > switching modes never mixes stale values from a previously-active mode > paintPercent -> flat: the old ratio never leaks into the new flat total,passed
DET-0289,tests/domain/estimateAssembly.test.ts,V5-07/CORE-021: a custom selling total enforces at most two fractional digits > rejects three fractional digits (12.005),passed
DET-0290,tests/domain/estimateAssembly.test.ts,V5-07/CORE-021: a custom selling total enforces at most two fractional digits > accepts exactly two fractional digits (12.01),passed
DET-0291,tests/domain/estimateAssembly.test.ts,V5-07/CORE-021: a custom selling total enforces at most two fractional digits > accepts a whole-dollar amount with no decimal point,passed
DET-0292,tests/domain/estimateAssembly.test.ts,V5-07/CORE-021: a custom selling total enforces at most two fractional digits > rejects four fractional digits (500.0001),passed
DET-0293,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > quick mode > accepts zero (no openings)",passed
DET-0294,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > quick mode > accepts the maximum bound (100000)",passed
DET-0295,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > quick mode > rejects a negative door count, never adding area or producing a price",passed
DET-0296,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > quick mode > rejects a negative window count",passed
DET-0297,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > quick mode > rejects a fractional count reaching the model by any path other than the UI (e.g. a non-integer number)",passed
DET-0298,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > quick mode > rejects a count above the approved maximum (100001)",passed
DET-0299,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > quick mode > ignores detailed-mode openings entirely while in quick mode (inactive-mode fields never contribute)",passed
DET-0300,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > detailed mode > accepts a valid positive count",passed
DET-0301,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > detailed mode > accepts zero (an opening entry contributing no deduction)",passed
DET-0302,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > detailed mode > rejects a negative count, never adding area or producing a price",passed
DET-0303,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > detailed mode > rejects a fractional count",passed
DET-0304,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > detailed mode > rejects a count above the approved maximum",passed
DET-0305,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > detailed mode > ignores quick-mode doorCount/windowCount entirely while in detailed mode",passed
DET-0306,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > switching modes: a room with a garbage quick count and a valid detailed opening computes correctly once switched to detailed",passed
DET-0307,tests/domain/estimateAssembly.test.ts,"V6-04: opening counts (quick doorCount/windowCount, detailed entry count) must be nonnegative integers within the approved bound > disabling deductions ignores an invalid count entirely (deduction inactive -> counts inactive)",passed
DET-0308,tests/domain/healthRequirements.test.ts,"HEALTH-002/003: the price boundary at target 35% on ""the same service"" -- HEALTH-001's own wall fixture (42/350gal, coats 2, waste 0.1, throughput 150, rate 32, overhead 0.15), whose approx/minimum prices are $1.22/$1.23 > HEALTH-001 sanity: the fixture's own approx/minimum prices are $1.22/$1.23",passed
DET-0309,tests/domain/healthRequirements.test.ts,"HEALTH-002/003: the price boundary at target 35% on ""the same service"" -- HEALTH-001's own wall fixture (42/350gal, coats 2, waste 0.1, throughput 150, rate 32, overhead 0.15), whose approx/minimum prices are $1.22/$1.23 > HEALTH-002: price $1.22 is below the 35% target, and displays as 34.9% (rounded), never labeled target-meeting",passed
DET-0310,tests/domain/healthRequirements.test.ts,"HEALTH-002/003: the price boundary at target 35% on ""the same service"" -- HEALTH-001's own wall fixture (42/350gal, coats 2, waste 0.1, throughput 150, rate 32, overhead 0.15), whose approx/minimum prices are $1.22/$1.23 > HEALTH-003: price $1.23 clears the 35% target -- the smallest cent price that does",passed
DET-0311,tests/domain/healthRequirements.test.ts,"HEALTH-005: a trim service (width 0.5, coats 2, throughput 40, rate 32, paint 42/350gal, waste 0.1) matches the exact matrix per-unit figures before overhead > area/unit=0.5 (linear-ft basis), paint/unit=$0.132, labor/unit=$1.60 -- units stay linear feet, not square feet",passed
DET-0312,tests/domain/healthRequirements.test.ts,"HEALTH-006: a door service (3x7, 2 sides, coats 2, 0.75hr/side/coat, rate 32, paint 42/350, waste 0.1) matches the exact matrix per-unit figures, with no whole-gallon purchase charge > paint/unit=$11.088, labor/unit=$96.00, and the per-unit paint cost is a fractional consumption rate, never a $42 whole-gallon charge",passed
DET-0313,tests/domain/healthRequirements.test.ts,"HEALTH-007: additional per-unit labor hours (0.25 at $32/hr) add exactly $8 to direct cost, and overhead applies to that $8 exactly once > $8 direct-cost delta, and the overhead delta on that $8 matches overheadRatio*8 exactly (not zero, not doubled)",passed
DET-0314,tests/domain/healthRequirements.test.ts,"HEALTH-008: a per-unit direct expense of $10 at overhead ratio 0.15 adds exactly $1.50 of overhead -- the expense is IN the overhead base, never omitted > the overhead delta between $0 and $10 direct expense is exactly $1.50",passed
DET-0315,tests/domain/healthRequirements.test.ts,"HEALTH-009: a project-level $50 default travel amount is never automatically added to a service's per-unit direct expense > a service with directExpensePerUnit=""0"" ignores the project's $50 default travel amount entirely",passed
DET-0316,tests/domain/healthRequirements.test.ts,"HEALTH-014: changing the target margin from 35% to 60% never changes the modeled cost -- only the status, re-evaluated at the same live price > a fixed $1.00 modeled cost and $1.80 selling price is above target at 35% but below target at 60%",passed
DET-0317,tests/domain/healthRequirements.test.ts,"HEALTH-015: a live paint-price increase (42 -> 49) raises the modeled cost and lowers margin on every re-evaluation -- Price Book Health always reads the LIVE catalog, never a frozen snapshot > re-evaluating the same service against a live catalog price of $49 (was $42) increases modeled cost and decreases margin",passed
DET-0318,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > carries room dimensions, opening counts, and paint price/coverage over exactly",passed
DET-0319,tests/domain/interiorHandoff.test.ts,buildProjectFromInteriorHandoff > INT-008/009: marks the wall surface disabled for a ceiling-only room (includeWalls:false),passed
DET-0320,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > a payload with no includeWalls field at all (pre-INT-008/009) still enables the wall surface, for backward compatibility",passed
DET-0321,tests/domain/interiorHandoff.test.ts,buildProjectFromInteriorHandoff > adds a ceiling surface when the free tool had it enabled,passed
DET-0322,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > explicitly lists the labor rate as an unsupported/not-transferred field, never silently dropped",passed
DET-0323,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > the resulting revision computes a COMPLETE, correct estimate through the real Pro assembly pipeline",passed
DET-0324,tests/domain/interiorHandoff.test.ts,buildProjectFromInteriorHandoff > never mutates the input payload (pure function),passed
DET-0325,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > V5-09: prep/cleanup hours are preserved as an additionalLabor line, or explicitly disclosed > preserves entered prep hours as a named additionalLabor line, costed at the DESTINATION business rate (32/hr from settings())",passed
DET-0326,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > V5-09: prep/cleanup hours are preserved as an additionalLabor line, or explicitly disclosed > the transferred hours contribute real labor cost through the actual Pro assembly pipeline",passed
DET-0327,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > V5-09: prep/cleanup hours are preserved as an additionalLabor line, or explicitly disclosed > discloses prep hours as explicitly omitted when the destination business has no configured loaded hourly rate",passed
DET-0328,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > V5-09: prep/cleanup hours are preserved as an additionalLabor line, or explicitly disclosed > a blank/zero prepHours adds no line and no disclosure note — nothing was actually entered",passed
DET-0329,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > INT-010: a detailed-mode handoff carries measured openings through exactly, not the quick counts > sets openingMode:""detailed"" and copies each opening entry verbatim with a fresh id",passed
DET-0330,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > INT-010: a detailed-mode handoff carries measured openings through exactly, not the quick counts > the transferred detailed opening produces EXACTLY the same net area through the real Pro assembly as the free tool itself computed",passed
DET-0331,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > INT-010: a detailed-mode handoff carries measured openings through exactly, not the quick counts > a payload with openingMode omitted (pre-INT-010) still builds quick mode, for backward compatibility",passed
DET-0332,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff > INT-010: a detailed-mode handoff carries measured openings through exactly, not the quick counts > openingMode:""detailed"" with an empty openings array falls back to quick mode rather than an unusable empty detailed room",passed
DET-0333,tests/domain/lifeBackRequirements.test.ts,"LIFE-011: renaming and reordering rooms preserves every room/surface ID and owning relationship > rename never touches the id, and reorder swaps array position only -- surfaceIds ownership is untouched by either",passed
DET-0334,tests/domain/lifeBackRequirements.test.ts,"LIFE-013: an interrupted issue-time write leaves either the prior state or the complete issued state -- never a half-issued record > a version-conflicting write attempt (simulating an interruption/concurrent change) throws BEFORE anything is persisted, leaving the stored project exactly as it was pre-issue",passed
DET-0335,tests/domain/lifeBackRequirements.test.ts,"BACK-024: two projects that happen to share the same visible title retain fully distinct IDs -- restore never deduplicates by title > two same-titled, different-ID projects both survive a merge plan as separate ""add"" entries, never collapsed into one",passed
DET-0336,tests/domain/lifeBackRequirements.test.ts,"BACK-023 (proposed hardening): malicious-looking keys/text in a backup never pollute a prototype or execute as code > a project with __proto__/constructor-named keys and script-like text round-trips as inert, ordinary data -- never a polluted global prototype",passed
