case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
BOUND-032,Boundary matrix,P0,implemented,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-032: doorCount=-1 rejected,,doorCount=-1 invalid,src/engine/parse.ts:87-90; tests/engine/parse.test.ts:88,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id match."
BOUND-033,Boundary matrix,P0,missing,passed,tests/domain/boundaryFieldAcceptance.test.ts::one above the maximum (100001) is also rejected,,doorCount=100001 invalid,src/components/tools/InteriorCalculator.tsx:32,"Genuine implementation gap: no upper cap of 100,000 is wired to this field. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): adjacent to the BOUND-030..032 block."
BOUND-034,Boundary matrix,P0,implemented,passed,tests/engine/parse.test.ts (isValidOpeningCount + estimateAssembly door/window fractional-count rejection),vitest 5 / Node (local engine tests),doorCount=1.5 invalid,tests/engine/parse.test.ts:85-91,"Test literal value is 3.5, not the case's 1.5; parseCountField is the single shared implementation for all integer-count fields, so the mechanism is identical. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): fractional counts rejected by isValidOpeningCount/parseCountField, independently verified this session while investigating a Stryker mutant on isValidOpeningCount."
BOUND-035,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,,additionalLabor hours=0,src/domain/estimateAssembly.ts:182,"This looks like an unimplemented/unexposed feature rather than merely an untested one: there is no UI path to enter an hours value at all, let alone validate its bounds. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-036,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,,additionalLabor hours=1000000,src/domain/estimateAssembly.ts:182,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-037,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,,additionalLabor hours=-0.001,src/domain/estimateAssembly.ts:182,"Genuine implementation gap. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-038,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,,additionalLabor hours=1000000.001,src/domain/estimateAssembly.ts:182,"Genuine implementation gap, same class as BOUND-037. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-039,Boundary matrix,P0,implemented,passed,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,vitest 5 / Node (local engine tests),otherExpenses amount=0,tests/engine/parse.test.ts:15-19,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-040,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,,otherExpenses amount=1000000000,src/engine/parse.ts:105,"MAX_MONETARY_INPUT is dead code. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-041,Boundary matrix,P0,implemented,passed,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,vitest 5 / Node (local engine tests),otherExpenses amount=-0.01,tests/engine/parse.test.ts:60-62; src/domain/estimateAssembly.ts:194,"Rejection comes from the generic non-negative default, not a dedicated ""moneyAmount"" bound; test literal is -5, not -0.01, but same flag/branch. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-042,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,,otherExpenses amount=1000000000.01,src/engine/parse.ts:105,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-043,Boundary matrix,P0,implemented,passed,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,,throughput=0.001,"src/engine/parse.ts:104,109-111; tests/engine/parse.test.ts:93-98","Note: the code's actual floor (1e-9) is far more permissive than the case's documented minimum of 0.001 — a throughput as small as 0.00001 would be accepted by the code even though the spec's boundary table implies it should be rejected below 0.001. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-044,Boundary matrix,P0,implemented,passed,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,,throughput=1000000,src/engine/parse.ts:109-111,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-045,Boundary matrix,P0,implemented,passed,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,vitest 5 / Node (local engine tests),throughput=0,tests/engine/parse.test.ts:93-98,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-046,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,,throughput=1000000.001,src/engine/parse.ts:109-111,"Genuine implementation gap. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-047,Boundary matrix,P0,partial,passed,"tests/domain/coreRequirements.test.ts, tests/domain/estimateAssembly.test.ts, others using rooms: []",,"roomCount=0 (no rooms, standalone surfaces only) completes",tests/domain/estimateAssembly.test.ts:67-93 (Standalone surfaces with no room),"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): a 0-room project with only standalone (non-room-derived) surfaces is exercised across multiple existing domain test files."
BOUND-048,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-047..051 (accepts exactly 500 rooms),,roomCount=500 valid,IMPLEMENTATION_DECISIONS.md #9,"Documented, acknowledged gap in the project's own decision log, not merely an oversight found during this audit. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id range + value match."
BOUND-049,Boundary matrix,P0,missing,not_applicable,,,"There is no numeric ""room count"" field a user could ever set to -1 — rooms are a plain array manipulated via add/remove UI actions. This boundary case does not map onto any real input in the current implementation.",,"Not applicable to the current UI/data model as built. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): roomCount is revision.rooms.length, a derived array length in this data model -- it is structurally impossible in TypeScript/JavaScript for .length to be negative. Not a reachable code path, not a user-entered field; there is nothing to test."
BOUND-050,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-047..051 (rejects 501 rooms),,roomCount=501 invalid,IMPLEMENTATION_DECISIONS.md #9,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id range + value match."
BOUND-051,Boundary matrix,P0,missing,not_applicable,,,No numeric room-count field exists to which a fractional-rejection rule (1.5) could even apply.,,"Not applicable to the current UI/data model as built. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): roomCount is an array length (rooms.length), always an integer -- ""roomCount=1.5"" cannot occur. Not a reachable code path."
BOUND-052,Boundary matrix,P0,missing,passed,tests/domain/estimateAssembly.ts (enabledSurfaces.length === 0 -> incomplete) + boundaryMatrix.test.ts,,"surfaceCount=0 is a valid count value (though 0 ENABLED surfaces specifically yields ""incomplete"", not ""complete"" -- a distinct, separately-covered gate)",IMPLEMENTATION_DECISIONS.md #9,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): surfaceCount as a bare integer value of 0 is not itself rejected as malformed; the project-level ""at least one enabled surface"" requirement is a different, already-covered rule (see CORE/estimateAssembly tests)."
BOUND-053,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-052..056 (accepts exactly 2000 surfaces),,surfaceCount=2000 valid,IMPLEMENTATION_DECISIONS.md #9,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id range + value match."
BOUND-054,Boundary matrix,P0,missing,not_applicable,,,"No numeric ""surface count"" field exists that could be set to -1; surfaces are added/removed individually.",,"Not applicable to the current UI/data model as built. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): surfaceCount is revision.surfaces.length, a derived array length -- cannot be negative. Not a reachable code path."
BOUND-055,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-052..056 (rejects 2001 surfaces),,surfaceCount=2001 invalid,IMPLEMENTATION_DECISIONS.md #9,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id range + value match."
BOUND-056,Boundary matrix,P0,missing,not_applicable,,,No numeric surface-count field exists to which a fractional-rejection rule (1.5) could even apply.,,"Not applicable to the current UI/data model as built. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): surfaceCount is an array length, always an integer -- ""surfaceCount=1.5"" cannot occur."
BOUND-057,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts (documentLineCount is additionalLabor+otherMaterialLines+otherExpenses combined length),,documentLineCount=0 valid,src/components/tools/EstimateTemplate.tsx,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): a project with zero additional-cost lines is the default state exercised throughout the domain suite; the field is a derived sum of array lengths, not independently rejectable at 0."
BOUND-058,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-057..061 (accepts exactly 2000 combined lines),,documentLineCount=2000 valid,src/components/tools/EstimateTemplate.tsx,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id range + value match."
BOUND-059,Boundary matrix,P0,missing,not_applicable,,,"No numeric ""document line count"" field exists that could be set to -1; lines are added/removed individually via row actions.",,"Not applicable to the current UI/data model as built. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): documentLineCount is a sum of array lengths -- cannot be negative. Not a reachable code path."
BOUND-060,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-057..061 (rejects 2001 combined lines),,documentLineCount=2001 invalid,src/components/tools/EstimateTemplate.tsx,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id range + value match."
BOUND-061,Boundary matrix,P0,missing,not_applicable,,,No numeric document-line-count field exists to which a fractional-rejection rule (1.5) could even apply.,,"Not applicable to the current UI/data model as built. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): documentLineCount is a sum of array lengths, always an integer -- ""documentLineCount=1.5"" cannot occur."
CAT-001,Pro business settings and catalog,P0,implemented,not_run,,,,src/domain/estimateAssembly.ts (resolveSurface hourly-rate validation); src/domain/project.ts (checkIssueGate sampleAssumptionsConfirmed),"An invalid/missing loadedHourlyRate is rejected rather than silently substituted, and issuing is gated on sampleAssumptionsConfirmed — both by code reading. No test constructs an incomplete BusinessSettings object to confirm the block."
CAT-002,Pro business settings and catalog,P0,partial,not_run,,,,src/components/tools/pro/ProApp.tsx line 433 (sample-assumptions confirmation checkbox),"The confirmation checkbox exists and gates checkIssueGate, but no label audit or test confirms the absence of ""industry-validated production rates"" claims anywhere in the UI copy."
CAT-003,Pro business settings and catalog,P0,implemented,passed,"tests/engine/estimate.test.ts::""PRO-001: independent wall vs ceiling paint variant in the same room"" (both sub-tests)",vitest 5 / Node,Purchases are grouped strictly by paintVariantId (a Map keyed by id); two different variants are never merged or confused regardless of other attributes.,tests/engine/estimate.test.ts,"The existing test does not use two variants sharing the same NAME (as CAT-003 specifies); the ID-based grouping mechanism is unaffected by name, but that literal input combination is unexercised."
CAT-004,Pro business settings and catalog,P0,implemented,passed,"tests/engine/estimate.test.ts::""PRO-001: independent wall vs ceiling paint variant in the same room"" (same tests as CAT-003)",vitest 5 / Node,Same evidence as CAT-003: grouping key is exclusively paintVariantId.,tests/engine/estimate.test.ts; src/engine/estimate.ts; src/engine/paint.ts,"No name/price comparison exists anywhere in the paint-aggregation code, so merging two variants by name+price is structurally impossible, but no test uses this specific same-name-same-price-different-coverage combination."
CAT-005,Pro business settings and catalog,P0,implemented,passed,"tests/domain/lifecycle.test.ts::""LIFE-D01: draft snapshot survives a live catalog edit""",vitest 5 / Node,A draft created against paint $42 kept $42 after the live catalog changed to $49; a brand-new draft built after the change correctly saw $49.,tests/domain/lifecycle.test.ts,Identical evidence to LIFE-001 (same underlying mechanism/test).
CAT-006,Pro business settings and catalog,P0,implemented,passed,"tests/domain/lifecycle.test.ts::""LIFE-D02"" (issued-revision immutability); tests/integration/draftIssuedIsolation.test.ts (step 11)",vitest 5 / Node,"An issued revision object, including its activeRateSnapshot and customerDocumentSnapshot, was proven byte-identical (toEqual against a pre-captured JSON snapshot) after later live-catalog/draft changes.",tests/domain/lifecycle.test.ts; tests/integration/draftIssuedIsolation.test.ts,"The tests changed a variant’s PRICE, not its NAME, but activeRateSnapshot is frozen as one whole object via structuredClone with no per-field special-casing, so the same guarantee structurally applies to a rename."
CAT-007,Pro business settings and catalog,P0,partial,not_run,"tests/domain/rateRefresh.test.ts::""flags a variant that was deleted from the live catalog but is still referenced by a surface""",vitest 5 / Node,"""Draft resolves snapshot"" is solidly covered: assembleProjectEstimate only ever reads revision.activeRateSnapshot, never the live catalog, and previewRateRefresh correctly detects a variant deleted from the live catalog while still used by a surface.",tests/domain/rateRefresh.test.ts; src/domain/estimateAssembly.ts,"""Live service incomplete until corrected"" (a Price Book Health service referencing a deleted variant) was not verified in the time available — no test or clearly-identified validation path was found for that half of the claim."
CAT-008,Pro business settings and catalog,P0,missing,not_run,,,,"docs/IMPLEMENTATION_DECISIONS.md (""Known simplifications"" section)","The project’s own documentation states: ""Business-settings 'refresh service defaults'... flows... are not built as interactive UI (no confirmation dialog)... the explicit refresh action itself isn't wired up yet."" No ""refresh-defaults preview"" feature exists."
CAT-009,Pro business settings and catalog,P0,implemented,passed,"tests/domain/lifecycle.test.ts::""LIFE-D01"" (snapshot-freeze mechanism); docs/IMPLEMENTATION_DECISIONS.md item 3",vitest 5 / Node,"The businessSettings sub-object (including overheadRatio/targetMarginRatio) is frozen into a snapshot the same way loadedHourlyRate/pricePerGal are proven to be frozen (single structuredClone of the whole object, no per-field logic); IMPLEMENTATION_DECISIONS.md item 3 documents that Price Book Health always reads current live values, never a frozen copy.",tests/domain/lifecycle.test.ts; docs/IMPLEMENTATION_DECISIONS.md,"No test changes settings.overheadRatio specifically and re-inspects an old revision; this is inferred from the same generic, field-agnostic snapshot mechanism tested for loadedHourlyRate/pricePerGal."
CAT-010,Pro business settings and catalog,P0,missing,not_run,,,,src/domain/project.ts line 32; src/components/tools/pro/ProApp.tsx line 34,"GENUINE GAP FOUND: createDraftRevision hardcodes suppliesAllowance to {mode:""none"", amount:""0"", ratio:""0""} regardless of settings.defaultSuppliesAllowance's actual value. Grep confirms defaultSuppliesAllowance is never read anywhere outside its own definition in ProApp.tsx's DEFAULT_SETTINGS constant — editing this default currently has NO effect on any newly created draft."
CAT-011,Pro business settings and catalog,P0,implemented,passed,"tests/domain/estimateAssembly.test.ts::""A surface referencing a variant absent from the draft's OWN snapshot is invalid, not silently substituted""",vitest 5 / Node,resolveSurface’s variantIds.has(paintVariantId) check returned invalid for an unresolvable variant id; this Set.has() check behaves identically whether the snapshot has 0 variants (empty catalog) or simply lacks the one referenced id.,tests/domain/estimateAssembly.test.ts,"No test literally uses a zero-variant (empty) catalog; the existing test uses a 2-variant snapshot missing the referenced id, which is functionally identical to the Set.has() check failing."
CAT-012,Pro business settings and catalog,P0,implemented,passed,"tests/domain/estimateAssembly.test.ts::""A surface referencing a variant absent from the draft's OWN snapshot is invalid, not silently substituted""; src/components/tools/pro/ProApp.tsx line 118",vitest 5 / Node,"""unspecified"" is confirmed as a real, currently-used placeholder value for a new catalog entry's color field; all pooling/grouping in the aggregation code is by variant id alone, never by color/sheen value.",tests/domain/estimateAssembly.test.ts; src/components/tools/pro/ProApp.tsx,"No dedicated test constructs two variants both explicitly labeled color:""unspecified"" to confirm they remain separate purchases; inferred from the same ID-only grouping mechanism used throughout."
CORE-001,Shared parsing and result state,P0,implemented,not_run,,,"No test exercises loadedHourlyRate=null on an enabled surface. resolveSurface() in estimateAssembly.ts returns {state:""missing""} when the hourly-rate field is missing, which propagates to incompleteResult() — matches the spec by inspection, but this exact path is not exercised by any existing test.",src/domain/estimateAssembly.ts:86-88,Implementation appears correct by code inspection; no domain test constructs a surface with loadedHourlyRate omitted.
CORE-002,Shared parsing and result state,P0,implemented,not_run,,,"parseDecimalField(""-1"") without allowNegative returns {kind:""invalid"", rawText:""-1"", ...} — matches the spec's reject+retain-raw-text rule by inspection. The closest test (parse.test.ts ""negative when not allowed"") only asserts kind===""invalid"" for ""-5"" and never asserts rawText is preserved.",src/engine/parse.ts:56-64; tests/engine/parse.test.ts:60-62,"rawText retention (the ""retain raw field text in UI"" half of the case) is never asserted by any test."
CORE-003,Shared parsing and result state,P0,implemented,passed,tests/engine/parse.test.ts::CORE-parse: missing vs invalid vs valid-zero > BOUND-grammar-reject: NaN/Infinity text,vitest 5 / Node (local engine tests),"parseDecimalField(""NaN"") and parseDecimalField(""Infinity"") both assert kind===""invalid""; the same digit-only regex mismatch also rejects ""-Infinity"" (not separately asserted, identical code path).",tests/engine/parse.test.ts:69-72,
CORE-004,Shared parsing and result state,P0,implemented,passed,"tests/engine/parse.test.ts::CORE-parse > BOUND-grammar-reject: mixed unit text (""12abc"") is invalid, not zero; BOUND-grammar-reject: currency/unit suffixes",vitest 5 / Node (local engine tests),"""12abc"", ""$12"", ""12ft"" are each explicitly asserted invalid. ""1/2"" is not separately asserted but is rejected by the identical non-digit-character regex mismatch.",tests/engine/parse.test.ts:40-49,"""1/2"" is not a literal test input, but the same GRAMMAR regex path rejects it."
CORE-005,Shared parsing and result state,P0,implemented,passed,"tests/engine/parse.test.ts::CORE-parse > CORE-parse-01: blank/undefined/null are missing, never invalid or zero",vitest 5 / Node (local engine tests),"parseDecimalField("""") and parseDecimalField(""   "") both return {kind:""missing""}.",tests/engine/parse.test.ts:8-13,
CORE-006,Shared parsing and result state,P0,partial,not_run,,,"No test asserts that a NEW estimate initializes an omitted direct-expense field to an explicit ""0"" while the same omission in an ACTUAL-review category remains null/unconfirmed. Only the actuals half is verified (ACT-01/ACT-03: confirmed=false or amount=null stays uncounted).","tests/engine/actuals.test.ts:11-25,41-51","The ""new estimate defaults to explicit zero"" half of this case has no equivalent test found anywhere in the suite."
CORE-007,Shared parsing and result state,P0,implemented,not_run,,,"No engine/domain test converts a UI percent input (e.g. ""35"") into a persisted ratio string (""0.35"") and then checks the resulting minimum price. The closest fixture (at-target) assumes targetRatio is already the string ""0.35"" and never exercises a percent-to-ratio conversion step.",tests/fixtures/acceptance-fixtures.json (at-target),"Percent-to-ratio persistence logic, if it exists in a UI component, was not located or tested."
CORE-008,Shared parsing and result state,P0,implemented,passed,tests/engine/fixtures.test.ts::at-target (price); tests/engine/pricing.test.ts::CORE pricing: status boundaries > CORE-price-01,vitest 5 / Node (local engine tests),"evaluatePrice({cost:65, price:100, targetMarginRatio:.35}) returns profit 35.00, margin 35.0%, status exactly ""at_target"" (not above_target).",tests/fixtures/acceptance-fixtures.json (id=at-target); tests/engine/pricing.test.ts:11-14,
CORE-009,Shared parsing and result state,P0,implemented,passed,tests/engine/fixtures.test.ts::loss (price); tests/engine/pricing.test.ts::CORE pricing: status boundaries > CORE-price-07,vitest 5 / Node (local engine tests),"cost=100, price=85, target=.35 -> profit -15.00, margin -17.6%, status ""below_cost"" (takes precedence over below_target).",tests/fixtures/acceptance-fixtures.json (id=loss); tests/engine/pricing.test.ts:52-57,
CORE-010,Shared parsing and result state,P0,implemented,passed,tests/engine/fixtures.test.ts::unpriced (price); tests/engine/pricing.test.ts::CORE pricing: status boundaries > CORE-price-02,vitest 5 / Node (local engine tests),"price=null, cost=100, target=.35 -> profit null, marginRatio null, status ""unpriced""; approxPrice/minimumTargetPrice still computed (153.85) with no invented zero-percent warning.",tests/fixtures/acceptance-fixtures.json (id=unpriced); tests/engine/pricing.test.ts:16-24,
CORE-011,Shared parsing and result state,P0,implemented,passed,tests/engine/fixtures.test.ts::no-charge (price); tests/engine/pricing.test.ts::CORE pricing: status boundaries > CORE-price-02,vitest 5 / Node (local engine tests),"price=0 (explicit), cost=100, target=.35 -> profit -100.00 (NOT null), marginRatio null, status ""zero_price"".",tests/fixtures/acceptance-fixtures.json (id=no-charge); tests/engine/pricing.test.ts:16-24,
CORE-012,Shared parsing and result state,P0,implemented,not_run,,,"margin(price, cost) = (price-cost)/price divides by PRICE, never by cost, so cost=0 poses no division-by-zero risk — confirmed by reading src/engine/pricing.ts. No fixture or unit test actually calls evaluatePrice/margin with cost=0.",src/engine/pricing.ts:33-36,Implementation is correct by formula inspection; add a deterministic cost=0 test to close the gap.
CORE-013,Shared parsing and result state,P0,implemented,not_run,,,"evaluatePrice's price.isZero() branch returns profit=cost.negated() (=0.00 when cost=0), marginRatio null, status ""zero_price"" — by code inspection this correctly avoids a NaN percentage. No test calls evaluatePrice with cost=0 AND price=0 together.",src/engine/pricing.ts:59-69,
CORE-014,Shared parsing and result state,P0,implemented,not_run,,,"No test distinguishes a displayed 35.0% margin (rounded) from an underlying raw ""below_target"" status at a near-boundary cost such as 65.0001.",,Implementation likely correct (marginRatio is a full-precision Decimal; only toPercentString() rounds for display) but unverified.
CORE-015,Shared parsing and result state,P0,implemented,not_run,,,"No test distinguishes a displayed 35.0% margin from an underlying raw ""above_target"" status at a near-boundary cost such as 64.9999.",,"Same gap as CORE-014, mirrored boundary side."
CORE-016,Shared parsing and result state,P0,implemented,passed,tests/engine/fixtures.test.ts::rounding-target-boundary (price),vitest 5 / Node (local engine tests),"cost=1, price=1.66, target=.40 -> profit 0.66, margin 39.8%, approxPrice 1.67, minimumPrice 1.67, status ""below_target"" — exact match to the case.",tests/fixtures/acceptance-fixtures.json (id=rounding-target-boundary),
CORE-017,Shared parsing and result state,P0,implemented,passed,tests/engine/fixtures.test.ts::wall-service (service); tests/mutation/mutation.test.ts::MUTATION: round target price nearest instead of upward,vitest 5 / Node (local engine tests),"cost=0.794267 (wall-service fixture), target=.35 -> approxPrice (nearest-cent) 1.22 undershoots the target margin; minimumTargetPrice (ceiling-cent) 1.23 is the real, never-undershooting suggestion.",tests/fixtures/acceptance-fixtures.json (id=wall-service); tests/mutation/mutation.test.ts:30-42,
CORE-018,Shared parsing and result state,P0,implemented,passed,tests/engine/pricing.test.ts::CORE pricing: status boundaries > CORE-price-05,vitest 5 / Node (local engine tests),"requiredPriceRaw(1000000, .9999999999) returns the literal string ""out_of_supported_range"", never Infinity or a thrown error. Hand-verified the same threshold triggers at cost=1 too: 1/(1-.9999999999)=1e10 > MAX_REQUIRED_PRICE (1e9).",src/engine/pricing.ts:13-21; tests/engine/pricing.test.ts:34-41,"The test uses cost=1,000,000, not the case's cost=1; confirmed by manual arithmetic that the same rule/threshold applies at either cost since raw scales linearly with cost."
CORE-019,Shared parsing and result state,P0,implemented,not_run,,,No test calls requiredPriceRaw/minimumTargetPrice with targetMarginRatio=0 to confirm required price equals cost exactly and minimum cents only round up when a fractional cent exists.,,"requiredPriceRaw only guards target>=1 or target<0; target=0 falls through and computes raw=cost/(1-0)=cost by formula inspection, unverified by a test."
CORE-020,Shared parsing and result state,P0,missing,not_run,,,"parseDecimalField/parseCountField type their parameter as string|null|undefined and immediately call raw.trim(). At a real JS runtime boundary (e.g. a malformed JSON import handing in an object or array instead of a string), .trim() would throw a TypeError rather than returning a structured {kind:""invalid""} result. No import/boundary guard layer (typeof check before .trim()) was found anywhere in src/.","src/engine/parse.ts:30-33,83-86",Potential crash-on-malformed-input risk identified by code inspection only; not confirmed by actually invoking it with a non-string value.
CORE-021,Shared parsing and result state,P0,missing,not_run,,,"estimateAssembly.ts builds customPriceField = parseDecimalField(opts.customPriceRaw, {allowNegative:false}), which uses the DEFAULT maxFractionDigits of 10 — so a proposed/selling total of ""12.005"" is accepted, not rejected. No distinct 2-decimal-digit cap exists anywhere for a selling total.",src/domain/estimateAssembly.ts:194,"Contradicts the case's ""reject excess precision; do not silently round typed selling total"" expectation; the same gap exists in the free EstimateTemplate.tsx tax-percent/price fields."
CORE-022,Shared parsing and result state,P0,partial,not_run,,,"EstimateTemplate.tsx's unitSellingPrice also uses parseDecimalField's default 10-fraction-digit cap (not exactly 4), so ""12.005"" is accepted and computeDocumentTotals correctly rounds each line's extension separately (verified by DOC-02), but the specific ""valid within FOUR fractional digits"" ceiling is never itself enforced or tested (any value up to 10 digits is currently accepted).",src/components/tools/EstimateTemplate.tsx:53-54; tests/engine/document.test.ts:16-30,Acceptance of 12.005 and correct per-line rounding is proven; the 4-digit boundary itself is untested and effectively unenforced (10-digit cap actually applies).
CORE-023,Shared parsing and result state,P0,implemented,passed,tests/engine/document.test.ts::DOC: free-document ledger and cost-breakdown reconciliation > COST-reconcile-01: mismatched rounded components surface an explicit adjustment row; tests/property/document.property.test.ts::PROPERTY 16,vitest 5 / Node (local engine tests),"reconcileDisplayedComponents([0.005, 0.005], 0.01) returns displayed=[""0.01"",""0.01""], displayedTotal=""0.01"", adjustment=""-0.01"" — exact match to the case.",tests/engine/document.test.ts:46-51,
CORE-024,Shared parsing and result state,P0,implemented,passed,"tests/engine/document.test.ts::DOC: free-document ledger... > DOC-02: tax computes on the ROUNDED subtotal...; DOC-03 (mutation guard); tests/mutation/mutation.test.ts::MUTATION: round subtotal only, not each line, in the free document",vitest 5 / Node (local engine tests),"Two document lines of 12.005 each round independently to 12.01, subtotal 24.02 — no internal-cost-style rounding-adjustment row is applied to the free document ledger (a different code path than CORE-023's reconcileDisplayedComponents).","tests/engine/document.test.ts:16-30,32-44","Test uses the 12.005 magnitude rather than the case's bare 0.005, but exercises the identical per-line-rounding mechanism and conclusion."
CORE-025,Shared parsing and result state,P0,implemented,passed,tests/engine/fixtures.test.ts::interior-walls-brief (interior),vitest 5 / Node (local engine tests),Raw hours 7.506667 (rounded for display purposes only) feeds laborCost 240.21 exactly; the displayed approximate 7.51 hours value never itself re-enters the cost computation.,tests/fixtures/acceptance-fixtures.json (id=interior-walls-brief),
CORE-026,Shared parsing and result state,P0,implemented,passed,"tests/engine/decimal.test.ts::CORE-026: HALF_UP rounds negative ties away from zero (symmetric), not toward +Infinity",vitest 5 / Node (local engine tests),"halfUp(-0.005, 2) -> ""-0.01""; halfUp(-0.015, 2) -> ""-0.02"" — symmetric away-from-zero tie behavior confirmed.",tests/engine/decimal.test.ts:6-13,
CORE-027,Shared parsing and result state,P0,implemented,not_run,,,"assembleProjectEstimate() is a pure function recomputed from the full revision state on every call — clearing a required field naturally removes the prior ""complete"" result on the next recompute rather than caching a stale one. No dedicated reactive-recalculation test exists (would require a React component test; IMPLEMENTATION_DECISIONS.md notes no component test infra exists in this project).",src/domain/estimateAssembly.ts:144-219,"Correct by architecture (no memoized/stale state anywhere in the pure calculation path), but not verified by an actual ""clear one field, recalc"" test."
CORE-028,Shared parsing and result state,P0,implemented,not_run,,,"checkIssueGate() pushes ""Estimate is not complete..."" and sets canIssue=false whenever revision.calculationState !== ""complete"". Every existing checkIssueGate call in the test suite uses an already-complete draft (canIssue:true); no test constructs an actual incomplete draft and confirms issuance is blocked while the draft itself still saves.",src/domain/project.ts:56-65; tests/integration/draftIssuedIsolation.test.ts:123-124,"Implementation matches the spec by inspection; the specific ""incomplete draft blocks issue"" branch is untested."
CORE-029,Shared parsing and result state,P0,implemented,not_run,,,"assembleProjectEstimate returns incompleteResult() when enabledSurfaces.length===0, matching the separately-tested aggregator rule (""No enabled surfaces... treated as invalid/empty, not a zero-cost complete project""). No test removes ALL surfaces from a project that still carries a previously-entered custom price string and confirms that price string is retained (not cleared) for correction.",src/domain/estimateAssembly.ts:150-151; tests/engine/estimate.test.ts:123-130,"The ""no complete estimate"" half is proven at the aggregator level; the ""retain custom price entry for correction"" half is unverified."
